Sno.,Acronym,Name,Current Price,Price Change Per Day,Price Change Per Week,Percentage Change Per Day,Percentage Change Per Week
2363,GCC02,Guj Credit,5.35,0.0000,0,0.0000,0
2364,GC11,Guj Cypromet,0.90,0.0000,Nan,0.0000,Nan
2365,GF06,Guj Filaments,0.65,-0.1500,Nan,-18.7500,Nan
2366,GF12,Guj Fiscon,9.50,0.5000,Nan,5.5556,Nan
2367,GF10,Guj Foils,1.32,0.0000,0,0.0000,0
2368,GFW,Guj Fun Water,4.95,0.2500,Nan,5.3191,Nan
2369,GHC,Guj Heavy Chem,157.75,-0.8000,-0.70,-0.5046,-0.4400
2370,GHT,Guj High Tech,1.00,0.0000,Nan,0.0000,Nan
2371,GH01,Guj Hotels,85.35,0.3000,3.35,0.3527,4.0900
2372,GIP,Guj Ind Power,69.15,0.7500,-1.00,1.0965,-1.4300
2373,GIK,Guj Inject Kera,1.55,-0.0200,Nan,-1.2739,Nan
2374,GI16,Guj Intrux,81.50,-8.1000,-5.00,-9.0402,-5.7800
2375,GI17,Guj Investa,2.23,-0.1100,-0.35,-4.7009,-13.5700
2376,GJH,Guj JHM Hotels,34.55,-1.7500,Nan,-4.8209,Nan
2377,GLF01,Guj Lease Fin,2.46,-0.1200,-0.20,-4.6512,-7.5200
2378,GLO,Guj Lyka Organi,15.65,-1.3500,Nan,-7.9412,Nan
2379,GM,Guj Meditech,4.20,0.0000,0,0.0000,0
2380,GMD,Guj Mineral,42.60,0.5500,0.10,1.3080,0.2400
2381,GNF,Guj Narmada Fly,9.90,0.3900,Nan,4.1009,Nan
2382,GNK,Guj Narmada Kni,1.00,0.0000,Nan,0.0000,Nan
2383,GN01,Guj Nitrates,3.90,0.0000,Nan,0.0000,Nan
2384,GNR01,Guj NRE (DVR),0.97,0.0000,0,0.0000,0
2385,GNR,Guj NRE Coke,0.93,0.0000,0,0.0000,0
2386,GOI,Guj Oils,0.50,0.0000,Nan,0.0000,Nan
2387,GOC,Guj Optical,0.60,0.0000,Nan,0.0000,Nan
2388,GPE01,Guj Perstorp,1.15,0.0000,Nan,0.0000,Nan
2389,GP04,Guj Petrosynth,20.40,-0.4000,0,-1.9231,0
2390,GPA,Guj Poly AVX,6.98,0.3300,0.07,4.9624,1.0100
2391,GP05,Guj Polyweave,1.00,0.0000,Nan,0.0000,Nan
2392,GPP,Guj ProjectandP,3.50,0.0000,Nan,0.0000,Nan
2393,GP06,Guj Propack,65.00,-1.0000,Nan,-1.5152,Nan
2394,GRI,Guj Raffia Ind,12.26,0.0000,-0.64,0.0000,-4.96
2395,GSC02,Guj Sidhee Cem,27.50,0.5000,0.75,1.8519,2.8000
2396,GSF01,Guj Stat Fin,2.24,-0.1100,0.04,-4.6809,1.8200
2397,GSP02,Guj State Petro,203.85,-4.6000,8.85,-2.2068,4.5400
2398,GST01,Guj Steel Tubes,1.40,-0.4000,Nan,-22.2222,Nan
2399,GS06,Guj Suspension,1.00,0.0000,Nan,0.0000,Nan
2400,GTC01,Guj Tele Cables,8.30,-0.3000,Nan,-3.4884,Nan
2401,GTL,Guj Terce Labs,7.52,-0.1900,-1.28,-2.4643,-14.5500
2402,GT02,Guj Texspin,3.20,0.0000,Nan,0.0000,Nan
2403,GTB01,Guj Themis,236.05,21.4500,38.30,9.9953,19.3700
2404,GT03,Guj Toolroom,5.21,0.0000,0,0.0000,0
2405,GVP,Guj Vita Pharma,22.25,0.2500,Nan,1.1364,Nan
2406,GAI03,GSS Infotech,32.60,-0.1500,3.55,-0.4580,12.2200
2407,GB06,Gujarat Bitumen,2.24,-0.0400,-0.16,-1.7544,-6.6700
2408,GBA,Gujarat Bonanza,0.00,0.0000,Nan,Nan,Nan
2409,GCP01,Gujarat Chemi,0.00,0.0000,Nan,Nan,Nan
2410,GDF,Gujarat Dehyd,0.00,0.0000,Nan,Nan,Nan
2411,GUJAR54281,Gujarat Fluoro,495.70,10.0000,-5.75,2.0589,-1.1500
2412,GGC,Gujarat Gas,312.15,4.4500,14.75,1.4462,4.9600
2413,GHC01,Gujarat Himalay,0.00,0.0000,Nan,Nan,Nan
2414,GHL01,Gujarat Hy-Spin,4.00,0.0000,-0.20,0.0000,-4.7600
2415,GIL04,Gujarat Indo-Lu,0.00,0.0000,Nan,Nan,Nan
2416,GIL,Gujarat Inject ,0.00,0.0000,Nan,Nan,Nan
2417,GIL01,Gujarat Instrum,0.00,0.0000,Nan,Nan,Nan
2418,AC08,Gujarat Metal,9.12,-0.4800,-0.75,-5.0000,-7.6
2419,GOL,Gujarat Organic,240.00,0.0000,0,0.0000,0
2420,GPP03,Gujarat Pipavav,82.60,0.1000,-1.50,0.1212,-1.7800
2421,GPL01,Gujarat Pipes,0.00,0.0000,Nan,Nan,Nan
2422,GRL,Gujarat Refract,0.00,0.0000,Nan,Nan,Nan
2423,GRE,Gujarat Rodrel ,0.00,0.0000,Nan,Nan,Nan
2424,GSL03,Gujarat Special,0.00,0.0000,Nan,Nan,Nan
2425,GWW,Gujarat Wedge,0.00,0.0000,Nan,Nan,Nan
2426,GDI,Gujchem Distill,110.20,0.0000,-15.05,0.0000,-12.02
2427,GF08,Gulabdas Flexi,1.00,0.0000,Nan,0.0000,Nan
2428,GOI01,Gulf Oil India,35.70,1.7000,Nan,5.0000,Nan
2429,GOL01,Gulf Oil Lubric,640.50,-11.4500,4.00,-1.7563,0.6300
2430,GP9,Gulshan Poly,57.45,0.9500,4.50,1.6814,8.5000
2431,GSC03,Gulshan Sugars,17.40,0.6000,Nan,3.5714,Nan
2432,GI18,Gummadi Ind,3.00,0.0000,Nan,0.0000,Nan
2433,GS07,Gupta Synthetic,2.47,0.0000,0,0.0000,0
2434,GLL04,Gurdarshan Leat,0.00,0.0000,Nan,Nan,Nan
2435,GVF,GV Films,0.30,0.0000,0.01,0.0000,3.4500
2436,GVK,GVK Power,3.23,-0.1700,0.23,-5.0000,7.6700
2437,GP07,Gwalior Polypip,1.20,0.0000,Nan,0.0000,Nan
2438,GSL02,Gwalior Strips ,0.00,0.0000,Nan,Nan,Nan
2439,GSC05,Gwalior Sugar,0.00,0.0000,Nan,Nan,Nan
2440,GTS01,Gwalior Trans,1.00,0.0000,Nan,0.0000,Nan
2441,GDB,Gyan Developers,3.00,0.0000,0,0.0000,0
2442,GLL03,Gyan Leatherboa,0.00,0.0000,Nan,Nan,Nan
2443,GA01,Futuristic,2.36,0.1100,Nan,4.8889,Nan
2444,TI16,Intl Hometex,2.73,0.1200,Nan,4.5977,Nan
2445,HPM,H P M Ind,0.00,0.0000,Nan,Nan,Nan
2446,HMA,Haji Manzoor,1.00,0.0000,Nan,0.0000,Nan
2447,HALDE53985,Halder Venture,47.70,-2.5000,0,-4.9801,0
2448,HGG,Haldyn Glass,28.90,1.1000,0.15,3.9568,0.5200
2449,HH,Hallmark Health,1.00,0.0000,Nan,0.0000,Nan
2450,HAM,HAMCO Mining,1.80,0.3500,Nan,24.1379,Nan
2451,HAM01,HAMCO Steels,0.00,0.0000,Nan,Nan,Nan
2452,HS01,Hamilton Shoes,1.90,0.3500,Nan,22.5806,Nan
2453,HS07,Hind BioScience,3.02,-0.0600,-0.18,-1.9481,-5.6200
2454,H,Hindalco,174.45,-0.9000,12.40,-0.5133,7.6500
2455,HET,Hanil Era Tex,1.96,-0.0400,Nan,-2.0000,Nan
2456,HF,Hanjer Fibres,1.93,0.0000,0,0.0000,0
2457,PFA01,Hanman Fit,2.90,0.0000,0,0.0000,0
2458,HP06,Hans Polyuretha,1.00,0.0000,Nan,0.0000,Nan
2459,HPC02,Hansaflon Plast,1.10,0.0000,Nan,0.0000,Nan
2460,HTC,Hanuman Tea,10.45,0.0500,Nan,0.4808,Nan
2461,HTT,Hanung Toys,0.74,0.0000,0,0.0000,0
2462,HMT01,Happiest Minds ,342.65,-6.1500,-20.95,-1.7632,-5.7600
2463,HWM,Hardcastle,205.50,-9.3000,-32.50,-4.3296,-13.6600
2464,HKI01,Hare Krishna,0.00,0.0000,Nan,Nan,Nan
2465,HGI,Hari Govind,29.75,0.0000,Nan,0.0000,Nan
2466,HE,Haria Exports,1.37,0.0600,0,4.5802,0
2467,HC,Harig Crankshaf,0.80,-0.0200,Nan,-2.4390,Nan
2468,HML,Hariparvat Merr,1.00,0.0000,Nan,0.0000,Nan
2469,HTF,Harisiddha Trad,0.00,0.0000,Nan,Nan,Nan
2470,HF01,Harita Finance,3.50,0.0000,Nan,0.0000,Nan
2471,HSS02,Harita Seating,418.45,0.0000,8.8,0.0000,2.15
2472,HM01,Hariyana Metals,209.00,3.7500,Nan,1.8270,Nan
2473,HSB,Hariyana Ship,28.20,0.5500,0.20,1.9892,0.7100
2474,HPL,Harleystreet Ph,27.00,1.2000,Nan,4.6512,Nan
2475,HCS,Harmony Capital,4.94,0.0000,0,0.0000,0
2476,HSL,Harpartap Steel,0.00,0.0000,Nan,Nan,Nan
2477,HM02,Harrisons Malay,94.60,2.1000,8.65,2.2703,10.0600
2478,HPI,Harsh Polymers,1.50,0.0000,Nan,0.0000,Nan
2479,HO,Harshita Organi,4.80,0.4000,Nan,9.0909,Nan
2480,HCM,Harshvardhan,0.85,0.1000,Nan,13.3333,Nan
2481,HC01,Hartron Comm,9.25,0.0000,Nan,0.0000,Nan
2482,HN,Hartron Network,4.20,0.0000,Nan,0.0000,Nan
2483,HMS,Harvic Manage,0.40,-0.0200,Nan,-4.7619,Nan
2484,HB,Haryana Brewery,1.00,0.0000,Nan,0.0000,Nan
2485,HC11,Haryana Capfin,27.85,0.0000,1.3,0.0000,4.9
2486,HFC02,Haryana Financi,24.65,1.1500,Nan,4.8936,Nan
2487,HLC01,Haryana Leather,23.60,1.0500,0.15,4.6563,0.6400
2488,HP01,Haryana Petro,1.00,-0.1000,Nan,-9.0909,Nan
2489,HSG,Haryana Sheet,11.13,0.0000,0,0.0000,0
2490,HSA,Haryana Steel,7.00,0.0000,Nan,0.0000,Nan
2491,HSM,Haryana Suraj,1.00,0.0000,Nan,0.0000,Nan
2492,ITO,Haryana Tex,2.66,0.0000,0,0.0000,0
2493,HF9,Hasti Finance,3.71,0.0000,-0.07,0.0000,-1.85
2494,HCD,Hathway Cable,30.25,0.4500,0.45,1.5101,1.5100
2495,HTE,Hatigor Tea,5.50,0.0000,Nan,0.0000,Nan
2496,HAP,Hatsun Agro,780.00,0.0000,24.15,0.0000,3.2000
2497,HI01,Havells India,666.50,-11.2000,7.80,-1.6526,1.1800
2498,HE02,Hawa Engineers,24.00,1.0000,4.00,4.3478,20.0000
2499,HC02,Hawkins Cooker,5155.00,-5.5500,105.85,-0.1075,2.1000
2500,HBE,HB Estate Dev,8.61,-0.3900,-0.53,-4.3333,-5.8000
2501,HBL,HB Leasing,1.28,0.0200,0.02,1.5873,1.5900
2502,HBP,HB Portfolio,15.85,0.0000,1.00,0.0000,6.7300
2503,HBS,Hb Stockhol,5.51,-0.2600,0.01,-4.5061,0.1800
2504,HBC,HBC Flextech,2.62,0.0400,Nan,1.5504,Nan
2505,HCL,HCL Info,7.89,-0.0800,0.27,-1.0038,3.5400
2506,HCL02,HCL Tech,812.75,1.1500,-14.75,0.1417,-1.7800
2507,HDC,HDC,3.25,-0.0500,Nan,-1.5152,Nan
2508,HDF,HDFC,1789.90,50.6000,138.10,2.9092,8.3600
2509,HAM02,HDFC AMC,2273.55,5.3000,162.40,0.2337,7.6900
2510,HDF01,HDFC Bank,1106.60,27.4000,62.55,2.5389,5.9900
2511,HBE02,HDFC Banking ET,222.15,7.2500,13.19,3.3737,6.3100
2512,HDF02,HDFC Gold ETF,4508.03,-15.3300,21.94,-0.3389,0.4900
2513,HSL01,HDFC Life,569.40,8.2000,-7.85,1.4612,-1.3600
2514,HDF04,HDFC Nifty ETF,1201.00,19.9700,0,1.6909,0
2515,HDF05,HDFC SENSEX ETF,4101.09,53.5800,150.87,1.3238,3.8200
2516,HDF07,HDFC W,216.00,0.0000,0,0.0000,0
2517,HDF03,HDFC Warrants,77.50,0.2100,Nan,0.2717,Nan
2518,HDI,HDIL,4.89,0.2300,0.86,4.9356,21.3400
2519,HGE,Healthcare Glob,120.00,-0.6500,1.25,-0.5387,1.0500
2520,RT9,Healthfore Tech,6.64,0.0000,0,0.0000,0
2521,HI11,Healthy Invest,3.20,0.1500,Nan,4.9180,Nan
2522,HEB01,HEB Luggage Ind,0.00,0.0000,Nan,Nan,Nan
2523,HI02,Heera Ispat,2.99,0.0000,0,0.0000,0
2524,HEG,HEG,744.00,17.7000,-22.20,2.4370,-2.9000
2525,HMI,Helios and Mat,8.97,0.0000,0,0.0000,0
2526,HHT,Hem Holdings,0.00,0.0000,Nan,Nan,Nan
2527,HC03,Hemadri Cement,4.00,-0.9500,Nan,-19.1919,Nan
2528,BCC03,Hemang Resource,6.15,0.0000,0,0.0000,0
2529,HPP,Hemi Petro Prod,1.10,0.0000,Nan,0.0000,Nan
2530,HTL01,Hemkunt Timbers,0.00,0.0000,Nan,Nan,Nan
2531,HII,Hemkunta Ind,16.65,0.7500,Nan,4.7170,Nan
2532,DA,Hemo Organic,11.60,0.0000,-0.8,0.0000,-6.45
2533,HEL,Hendez Electron,0.00,0.0000,Nan,Nan,Nan
2534,HSP,Henkel SPIC,32.70,-0.3500,Nan,-1.0590,Nan
2535,H01,Herbertsons,384.60,3.9000,Nan,1.0244,Nan
2536,HH01,Hercules Hoists,90.10,0.4500,-0.50,0.5020,-0.5500
2537,HOE,Herdillia Oxide,1.14,0.0100,Nan,0.8850,Nan
2538,HFI,Heritage Foods,324.65,4.1500,4.75,1.2949,1.4800
2539,HM03,Herman Milkfood,0.90,-0.1000,Nan,-10.0000,Nan
2540,HHM,Hero Motocorp,3153.00,7.1500,152.55,0.2273,5.0800
2541,HAF01,Heruk Agro Food,0.00,0.0000,Nan,Nan,Nan
2542,HB01,HPC Bio,25.95,0.0000,0,0.0000,0
2543,HT02,Hypersoft Techn,5.91,0.0000,-0.31,0.0000,-4.98
2544,HP04,Hexone Pharma,2.80,-0.3000,Nan,-9.6774,Nan
2545,HFC,HFCL,15.90,0.0500,1.05,0.3155,7.0700
2546,HIE,HG Infra Engg,186.00,-2.5500,-0.75,-1.3524,-0.4000
2547,HLH,Hi-Lon Hosiery,1.00,0.0000,Nan,0.0000,Nan
2548,HTD,Hi-Tech Drugs,1.00,0.0000,Nan,0.0000,Nan
2549,HP05,Hico Products,1.55,0.0000,Nan,0.0000,Nan
2550,HIC,HICS Cements,1.20,0.1000,Nan,9.0909,Nan
2551,H04,Hifunda.com,1.00,0.0000,Nan,0.0000,Nan
2552,HEB,High Energy,396.55,-6.2000,18.90,-1.5394,5.0000
2553,WYE,High Ground Ent,0.37,0.0000,0,0.0000,0
2554,HI10,Highland Ind,52.55,0.0000,Nan,0.0000,Nan
2555,HI09,HIL,1717.15,21.0500,117.80,1.2411,7.3700
2556,AIR,Hiliks Tech,9.50,0.0000,0,0.0000,0
2557,HMF,Hilton Metal,9.80,-0.4500,0.14,-4.3902,1.4500
2558,HR,Hilton Rubbers,0.90,0.0000,Nan,0.0000,Nan
2559,HCL03,Him Containers ,0.00,0.0000,Nan,Nan,Nan
2560,HF02,Him Fibres,1.40,0.0000,0,0.0000,0
2561,GAG,Him Teknoforge ,49.75,0.1000,-0.20,0.2014,-0.4000
2562,HTW01,Himachal Tubes ,0.00,0.0000,Nan,Nan,Nan
2563,HCF,Himadri Credit ,0.00,0.0000,Nan,Nan,Nan
2564,HCI01,Himadri Special,53.90,0.1000,3.25,0.1859,6.4200
2565,HI03,Himalaya Food ,7.94,-0.0100,-0.07,-0.1258,-0.8700
2566,HG,Himalaya Granit,29.65,0.0000,0,0.0000,0
2567,HAE,Himatsingka Aut,0.00,0.0000,Nan,Nan,Nan
2568,HMW,Himatsingka Mot,0.00,0.0000,Nan,Nan,Nan
2569,HS,Himatsingka Sei,108.75,17.3000,27.75,18.9174,34.2600
2570,HF08,Himgiri Fincap,1.00,0.0000,Nan,0.0000,Nan
2571,HF03,Himgiri Foods,1.00,0.0000,Nan,0.0000,Nan
2572,HL01,Himtubes Ltd,0.00,0.0000,Nan,Nan,Nan
2573,HI04,Hinafil India,0.42,0.0200,Nan,5.0000,Nan
2574,HA,Hind Adhesives,88.95,0.2500,3.75,0.2818,4.4000
2575,HA01,Hind Agrigen,5.05,-1.2000,Nan,-19.2000,Nan
2576,HAC,Hind Agro Chem,1.45,0.0000,Nan,0.0000,Nan
2577,HA03,Haria Apparels,0.93,0.0000,0.10,0.0000,12.0500
2578,HC05,Hind Ceramics,1.00,0.0000,Nan,0.0000,Nan
2579,HC12,Hind Commerce,3.15,0.0000,0,0.0000,0
2580,HC06,Hind Composites,179.40,-2.4500,-4.55,-1.3473,-2.4700
2581,HC08,Hind Compressor,1.00,0.0000,Nan,0.0000,Nan
2582,HCC,Hind Constr,5.26,-0.0100,-0.14,-0.1898,-2.5900
2583,HC07,Hind Copper,33.30,0.0500,-0.55,0.1504,-1.6200
2584,HCE,Hind Cotex Expo,1.00,0.0000,Nan,0.0000,Nan
2585,HDO,Hind Dorr-Olive,1.22,0.0000,0,0.0000,0
2586,HET01,Hind Everest,89.25,4.2500,0.10,5.0000,0.1100
2587,HFI01,Hind Ferro Ind,1.00,0.0000,Nan,0.0000,Nan
2588,HFM,Hind Financial,1.00,0.0000,Nan,0.0000,Nan
2589,HF04,Hind Flurocarbo,6.23,-0.3200,0.10,-4.8855,1.6300
2590,HHS,Hind Hardy,54.00,0.0000,-0.15,0.0000,-0.28
2591,HIC01,Hind Ind Chem,1.00,0.0000,Nan,0.0000,Nan
2592,HI05,Hind Industries,10.80,0.0000,0,0.0000,0
2593,HLC,Hind Lever Chem,309.75,-9.2000,Nan,-2.8845,Nan
2594,HM,Hind Motors,5.30,-0.1800,0.15,-3.2847,2.9100
2595,HNG01,Hind Nat Glass,27.50,0.0500,1.15,0.1821,4.3600
2596,HNG,Hind Nitro,NT*,0.0000,Nan,0.0000,Nan
2597,HOC,Hind Org Chem,13.99,0.2100,0.01,1.5239,0.0700
2598,HOG,Hind Oxygen,0.00,0.0000,Nan,Nan,Nan
2599,HP,Hind Powerplus,105.40,0.1000,Nan,0.0950,Nan
2600,HR01,Hind Rectifiers,123.90,1.2000,2.90,0.9780,2.4000
2601,HS02,Hind Sanforiser,20.00,0.0000,-1.05,0.0000,-4.99
2602,HSC,Hind Securities,3.90,0.0000,0,0.0000,0
2603,HS04,Hind Syntex,1.66,0.0000,-0.08,0.0000,-4.6
2604,HTW,Hind Tin Works,42.40,-1.6000,-0.50,-3.6364,-1.1700
2605,HTP01,Hind Trans,1.00,0.0000,Nan,0.0000,Nan
2606,HWI,Hind Wire Ind,1.00,0.0000,Nan,0.0000,Nan
2607,HW,Hind Wires,39.90,0.0000,0,0.0000,0
2608,HZ,Hind Zinc,208.35,-1.5500,0.15,-0.7384,0.0700
2609,HI,Hani Ind,2.50,0.0000,Nan,0.0000,Nan
2610,HPP01,Hindalco (PP),87.65,-0.3500,Nan,-0.3977,Nan
2611,HCL01,Universal,2.34,0.0400,0.16,1.7391,7.3400
2612,SCG,Hindoostan Mill,183.00,-5.2500,-11.30,-2.7888,-5.8200
2613,HS05,Hindoostan Spg,36.55,-2.1500,Nan,-5.5556,Nan
2614,HI06,Mindteck,29.15,-1.0000,-0.05,-3.3167,-0.1700
2615,HF10,Helpage Fin,9.60,-0.2000,-1.21,-2.0408,-11.1900
2616,HAL,Hindustan Aeron,798.95,-7.4500,31.20,-0.9239,4.0600
2617,HBB,Hindustan Brewe,0.00,0.0000,Nan,Nan,Nan
2618,HFL01,Hindustan Finst,0.00,0.0000,Nan,Nan,Nan
2619,HFL,Hindustan Foods,944.55,-13.8000,49.85,-1.4400,5.5700
2620,HHC,Hindustan Housi,35.15,0.6500,0,1.8841,0
2621,HMV,Hindustan Media,49.50,0.8000,2.60,1.6427,5.5400
2622,HNG02,Hindustan Nitro,0.00,0.0000,Nan,Nan,Nan
2623,HPF,Hindustan Photo,0.00,0.0000,Nan,Nan,Nan
2624,HTF01,Hindustan Tools,0.00,0.0000,Nan,Nan,Nan
2625,HUL,Hindustan Udyog,3.10,3.1000,Nan,Nan,Nan
2626,HUI,Hindusthan Urba,804.00,12.0000,-7.60,1.5152,-0.9400
2627,H02,Hipolin,30.40,0.0000,-1.6,0.0000,-5
2628,HA02,Hira Auto,12.00,-0.2000,Nan,-1.6393,Nan
2629,HFA,Hira Ferro,31.55,0.0000,0,0.0000,0
2630,HO01,Hiran Orgochem,0.48,0.0000,0,0.0000,0
2631,HM05,Hisar Metal,79.00,-0.1500,0.45,-0.1895,0.5700
2632,HSM01,Hisar Spinning,19.55,0.0000,0,0.0000,0
2633,HP08,Layla Textile,0.48,0.0000,0,0.0000,0
2634,HDS,Hitech Drilling,49.45,1.0500,Nan,2.1694,Nan
2635,HJI,Hitechi Jewel,6.95,-0.7700,Nan,-9.9741,Nan
2636,HIB,Hitek Ind,0.00,0.0000,Nan,Nan,Nan
2637,HTM,Hitesh Textile,1.00,0.0000,Nan,0.0000,Nan
2638,HC10,Hitkari China,2.52,-0.2200,Nan,-8.0292,Nan
2639,HI07,Hitkari Ind,10.40,-1.4500,Nan,-12.2363,Nan
2640,HPT,Hittco Prec,4.90,0.0000,0.2,0.0000,4.26
2641,HJS,HJS Stones,2.00,0.0000,Nan,0.0000,Nan
2642,YE01,HKG,38.00,3.5000,4.00,10.1449,11.7600
2643,SGE02,HLE Glascoat,1523.55,72.5500,138.55,5.0000,10.0000
2644,HLV,HLV,4.90,0.0600,0.18,1.2397,3.8100
2645,HMG,HMG Industries,1.30,-0.2000,Nan,-13.3333,Nan
2646,HMT,HMT,15.30,0.3000,0.55,2.0000,3.7300
2647,HOE01,HOEC,70.05,-2.4000,-1.65,-3.3126,-2.3000
2648,HI08,Hoganas India,96.05,0.0000,Nan,0.0000,Nan
2649,HCM01,Holman-Climax,0.00,0.0000,Nan,Nan,Nan
2650,HLF,Hope Leasing,1.45,-0.4500,Nan,-23.6842,Nan
2651,HKI,Hotel Krishna,1.90,0.0000,Nan,0.0000,Nan
2652,HR02,Hotel Rugby,1.51,0.0700,-0.05,4.8611,-3.2100
2653,HSK,Hotel Sree Kris,6.15,-0.3500,Nan,-5.3846,Nan
2654,HG01,Hotline Glass,0.61,-0.0400,Nan,-6.1538,Nan
2655,HTC01,Hotline Teletub,1.60,0.0000,Nan,0.0000,Nan
2656,HOV,HOV Services,32.10,-1.4500,-5.35,-4.3219,-14.2900
2657,HH02,Howard Hotels,4.40,0.0000,-0.47,0.0000,-9.65
2658,HBM,Hoysala Blow,0.00,0.0000,Nan,Nan,Nan
2659,HPC01,HP Cotton,23.00,1.0000,0.10,4.5455,0.4400
2660,HPC,HPCL,175.75,-4.4500,-2.70,-2.4695,-1.5100
2661,HEP,HPL Electric & ,32.30,0.3500,0.00,1.0955,0.0000
2662,HRB,HRB Floricultur,9.00,-5.5000,Nan,-37.9310,Nan
2663,HT,HT Media,14.16,0.1100,-0.04,0.7829,-0.2800
2664,HARIS54268,HTE,27.20,0.0000,0,0.0000,0
2665,AC24,Axita Cotton ,35.30,1.2500,-4.15,3.6711,-10.52
2666,HUD,HUDCO,32.85,0.4000,0.65,1.2327,2.0200
2667,PP,Huhtamaki PPL,312.00,1.5000,20.05,0.4831,6.8700
2668,HU,Unimers India,5.67,0.0000,0,0.0000,0
2669,HBE01,Humming Bird,118.00,0.0000,-5.95,0.0000,-4.8
2670,HC04,SI Group,69.30,-0.1000,Nan,-0.1441,Nan
2671,H06,Hutch,NT*,0.0000,Nan,0.0000,Nan
2672,HITEC54162,HWSL,14.20,0.6200,2.25,4.5655,18.8300
2673,HLL,Hyderabad Lamps,0.00,0.0000,Nan,Nan,Nan
2674,HE01,Hydroflex Equip,12.45,2.4500,Nan,24.5000,Nan
2675,HM04,Hytaisun Magnet,1.00,0.0000,Nan,0.0000,Nan
2676,HS06,Hytone Synth,8.39,0.3900,Nan,4.8750,Nan
2677,IBI,IB Industries,2.00,0.0000,Nan,0.0000,Nan
2678,IB,IB Infotech Ent,10.81,0.0000,0,0.0000,0
2679,IBP,IBP Company,509.45,-2.1500,Nan,-0.4203,Nan
2680,IOS,Iccon Oil,1.44,0.2300,Nan,19.0083,Nan
2681,ICD,ICDS,42.55,0.0000,Nan,0.0000,Nan
2682,IS08,Indiabulls Vent,265.55,15.7500,39.90,6.3050,17.6800
2683,IS,IchalkaranjiSoy,1.00,0.0000,Nan,0.0000,Nan
2684,ICI02,ICICI Bank,369.15,14.2500,20.65,4.0152,5.9300
2685,IB05,ICICI Bank (PP),819.40,-24.8000,Nan,-2.9377,Nan
2686,ILG,ICICI Lombard ,1301.05,0.8500,30.95,0.0654,2.4400
2687,ICI04,ICICI Power,10.95,-0.9500,Nan,-7.9832,Nan
2688,ICI08,ICICI PP,64.00,-2.5000,Nan,-3.7594,Nan
2689,ICI03,ICICI Premier,13.75,0.1400,Nan,1.0287,Nan
2690,IPB01,ICICI Pru Bank ,221.84,7.7600,13.50,3.6248,6.4800
2691,IPL01,ICICI Prudentia,423.15,2.0000,8.25,0.4749,1.9900
2692,IE,Icicon Electron,1.00,0.1000,Nan,11.1111,Nan
2693,ICP,ICP Securities,1.00,0.0000,Nan,0.0000,Nan
2694,ICR,ICRA,2814.00,21.1500,20.65,0.7573,0.7400
2695,ICS,Infinite Comp,473.75,0.0000,0,0.0000,0
2696,IDB05,IDBI Gold ETF,4537.00,0.0000,-3,0.0000,-0.07
2697,IDB01,IDBI Bank (NT),59.00,-0.3500,Nan,-0.5897,Nan
2698,IDB04,IDBI Div 95,12.25,0.0000,Nan,0.0000,Nan
2699,IDB03,IDBI Growth 95,10.50,0.5000,Nan,5.0000,Nan
2700,IDB02,IDBI TaxInit-96,NT*,0.0000,Nan,0.0000,Nan
2701,IC03,Ideal Carpets,3.10,0.0000,Nan,0.0000,Nan
2702,IHI,Ideal Hotels,4.20,0.8000,Nan,23.5294,Nan
2703,IO,Ideal Texbuild,5.10,-0.1000,-0.25,-1.9231,-4.6700
2704,IDF,IDFC,31.85,-0.4500,0.45,-1.3932,1.4300
2705,IDF01,IDFC First Bank,30.30,0.3500,1.00,1.1686,3.4100
2706,IDF03,IDFC Sensex ETF,380.01,3.0100,-17.99,0.7984,-4.5200
2707,IDI,IDI,2.95,0.0500,Nan,1.7241,Nan
2708,IDL01,IDL-Salzbau,1.60,-0.4000,Nan,-20.0000,Nan
2709,IE02,IEL,7.50,0.3500,1.31,4.8951,21.1600
2710,IEE,IEX,206.25,-1.4000,16.10,-0.6742,8.4700
2711,IFB,IFB Agro,326.35,-6.5500,-0.35,-1.9676,-0.1100
2712,IFB01,IFB Finance,2.80,0.3000,Nan,12.0000,Nan
2713,IFB02,IFB Industries,605.00,0.6500,-11.90,0.1076,-1.9300
2714,IFB04,IFB Venture Cap,0.75,0.0000,Nan,0.0000,Nan
2715,IFC02,IFCI010811B,24800.00,-200.0000,-249.99,-0.8000,-1.0000
2716,IFC03,IFCI010811D,10431.00,-169.0000,-149.00,-1.5943,-1.4100
2717,IFG,IFGL Refractory,157.50,6.5000,6.05,4.3046,3.9900
2718,IE03,Indsil Hydro,13.99,-0.0100,-0.01,-0.0714,-0.0700
2719,IF01,IFL Promoters,0.80,0.0000,0,0.0000,0
2720,IFM,IFM Impex Globa,5.16,-0.2700,-1.16,-4.9724,-18.3500
2721,IFS05,Interactive Fin,13.35,0.0000,-2.15,0.0000,-13.87
2722,IGP,IG Petro,321.75,6.2000,33.75,1.9648,11.7200
2723,IGG,IGGI Highway,1.95,0.0000,Nan,0.0000,Nan
2724,IRI02,Iggi Resorts,1.00,0.0000,Nan,0.0000,Nan
2725,IG04,IGL,401.00,13.9500,-2.20,3.6042,-0.5500
